GP_Type,Contract_Type,Country,Practice_Type,Gender,Age,Rurality,Region,Practice_Registered_Patients,Weekly Working Hours,Range_of_Gross_Earnings_from_Self_Employment_£,Range_of_Total_Expenses_from_Self_Employment_£,Range_of_Income_Before_Tax_from_Self_Employment_£,Range_of_Total_Income_Before_Tax_£,Sample Count,Estimated Population,Average SE Gross Earnings,Average SE Expenses,Average SE Income Before Tax,Average Emp Gross Earnings,Average Emp Expenses,Average Emp Income Before Tax,Average Tot Gross Earnings,Average Tot Expenses,Average Tot Income Before Tax,EER,Income Before Tax Standard Error,Median Income Before Tax,Average Total Expenses,Average Office and General Business,Average Premises,Average Employee,Average Car and Travel,Average Interest,Average Other,Average Net Capital Allowances,%Zero Office and General Business,%Zero Premises,%Zero Employee,%Zero Car and Travel,%Zero Interest,%Zero Other,%Zero Net Capital Allowances,Count_of_GPs,Percentage_of_GPs_%,Cumulative_Percentage_of_GPs_%,GE Median,GE Q1,GE Q3,GE D1,GE D9,TE Median,IBT Q1,IBT Q3,IBT D1,IBT D9
Contractor,GMS,Wales,All,All,All,All,All,All,All,"400,000 - 425,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,2.7,76.2,,,,,,,,,,
Contractor,GMS,Wales,All,All,All,All,All,All,All,"425,000 - 450,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,3.9,80.1,,,,,,,,,,
Contractor,GMS,Wales,All,All,All,All,All,All,All,"450,000 - 475,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,2.5,82.6,,,,,,,,,,
Contractor,GMS,Wales,All,All,All,All,All,All,All,"475,000 - 500,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,2.7,85.3,,,,,,,,,,
Contractor,GMS,Wales,All,All,All,All,All,All,All,"500,000+",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210,14.8,100.1,,,,,,,,,,
Contractor,GMS,Wales,All,All,All,All,All,"Fewer than 5,000",All,,,,,100,150,,,,,,,324000,217200,106800,67,3550,102700,217200,17100,17400,124700,1600,1700,53100,1600,1.4,2.8,5.6,28.5,60.9,,23.4,,,,,,,,,,,,,
Contractor,GMS,Wales,All,All,All,All,All,"5,000 to fewer than 10,000",All,,,,,400,700,,,,,,,348600,236500,112100,67.8,1523,108100,236500,13800,26200,156100,700,1600,36800,1200,,,1.6,25.4,54.5,,7.5,,,,,,,,,,,,,
Contractor,GMS,Wales,All,All,All,All,All,"10,000 to fewer than 15,000",All,,,,,250,400,,,,,,,331700,208400,123400,62.8,1499,119600,208400,12900,25300,140700,700,1800,25700,1300,0.4,0.4,0.4,31.7,52.3,,3.9,,,,,,,,,,,,,
Contractor,GMS,Wales,All,All,All,All,All,"15,000 to fewer than 20,000",All,,,,,100,150,,,,,,,352500,240700,111800,68.3,2797,106000,240700,13600,27600,165500,300,3500,29200,1000,,,,21.3,33.1,,,,,,,,,,,,,,,
Contractor,GMS,Wales,All,All,All,Rural,All,All,All,,,,,300,500,,,,,,,365300,246800,118500,67.6,1485,119000,246800,14900,21900,149100,1000,2100,55900,2000,0.4,0.4,0.4,31.7,49.9,,6.2,,,,,,,,,,,,,
Contractor,GMS,Wales,All,All,All,Urban,All,All,All,,,,,500,950,,,,,,,330900,217200,113600,65.7,1296,109800,217200,13300,27000,150800,600,1800,22900,900,0.2,0.4,2,25.3,52.9,,7.5,,,,,,,,,,,,,
Contractor,GMS,Wales,All,All,<40,All,All,All,All,,,,,200,300,,,,,,,323500,207600,116000,64.2,1785,113500,207600,12300,23700,140400,600,2000,27400,1200,0.6,0.6,1.8,29,50.7,,5.1,,,,,,,,,,,,,
Contractor,GMS,Wales,All,All,>=40<50,All,All,All,All,,,,,350,550,,,,,,,339200,226500,112700,66.8,1527,111700,226500,13800,24000,147100,600,2000,37500,1400,0.3,0.3,1.3,26.2,49.5,,5.8,,,,,,,,,,,,,
Contractor,GMS,Wales,All,All,>=50<60,All,All,All,All,,,,,250,450,,,,,,,359200,243500,115700,67.8,1960,112400,243500,15100,27900,163100,800,2100,33200,1200,,0.4,1.3,26.3,54.2,,8.7,,,,,,,,,,,,,
Contractor,GMS,Wales,All,All,>=60,All,All,All,All,,,,,50,100,,,,,,,347500,222800,124700,64.1,4162,127600,222800,12900,25800,144100,1100,900,37100,900,,,1.6,33.3,58.9,,12.5,,,,,,,,,,,,,
Contractor,GMS,Wales,All,Male,All,All,All,All,All,,,,,400,650,,,,,,,373400,244000,129400,65.3,1537,127600,244000,14700,26800,161800,900,2300,36000,1500,,,0.8,26.6,49,,5.8,,,,,,,,,,,,,
Contractor,GMS,Wales,All,Male,<40,All,All,All,All,,,,,50,100,,,,,,,361300,228100,133200,63.1,2577,131900,228100,13700,24100,155000,700,2400,30800,1500,,,,,,,,,,,,,,,,,,,,
Contractor,GMS,Wales,All,Male,>=40<50,All,All,All,All,,,,,150,250,,,,,,,372000,245000,126900,65.9,2523,121900,245000,14200,26700,159200,800,2500,40000,1700,,,,,,,,,,,,,,,,,,,,
Contractor,GMS,Wales,All,Male,>=50<60,All,All,All,All,,,,,150,200,,,,,,,387200,259500,127700,67,2869,123500,259500,16800,28700,175500,900,2600,33600,1400,,,,,,,,,,,,,,,,,,,,
Contractor,GMS,Wales,All,Male,>=60,All,All,All,All,,,,,50,100,,,,,,,358600,223000,135600,62.2,5027,133800,223000,12200,26300,143100,1200,900,38300,1000,,,,,,,,,,,,,,,,,,,,
Contractor,GMS,Wales,All,Female,All,All,All,All,All,,,,,450,750,,,,,,,315300,212400,102900,67.4,1156,99100,212400,13000,23900,140000,600,1600,32200,1100,0.5,0.7,2,28.2,54.5,,8.1,,,,,,,,,,,,,
Contractor,GMS,Wales,All,Female,<40,All,All,All,All,,,,,100,200,,,,,,,300000,194800,105200,64.9,2156,102000,194800,11500,23500,131300,500,1700,25400,1000,,,,,,,,,,,,,,,,,,,,
Contractor,GMS,Wales,All,Female,>=40<50,All,All,All,All,,,,,200,350,,,,,,,314600,212600,102000,67.6,1711,101300,212600,13500,22100,138000,500,1500,35700,1200,,,,,,,,,,,,,,,,,,,,
Contractor,GMS,Wales,All,Female,>=50<60,All,All,All,All,,,,,100,200,,,,,,,329700,226700,103000,68.8,2414,97600,226700,13400,27100,150100,700,1500,32800,1100,,,,,,,,,,,,,,,,,,,,
Contractor,GMS,Wales,All,Female,>=60,All,All,All,All,,,,,50,50,,,,,,,319600,222500,97100,69.6,5594,89100,222500,14500,24600,146700,900,800,34200,800,,,,,,,,,,,,,,,,,,,,
Contractor,GMS,Wales,Dispensing,All,All,All,All,All,All,,,,,200,250,,,,,,,402800,280300,122500,69.6,1510,119700,280300,15900,24300,154300,900,2500,80500,1900,,,,30.8,45.7,,3.8,,,,,,,,,,,,,
Contractor,GMS,Wales,Dispensing,All,All,All,All,"Fewer than 5,000",All,,,,,50,50,,,,,,,401300,295400,105800,73.6,4171,103400,295400,18000,22700,149400,2000,1400,99300,2600,,,,42.9,64.3,,14.3,,,,,,,,,,,,,
Contractor,GMS,Wales,Dispensing,All,All,All,All,"5,000 to fewer than 10,000",All,,,,,100,100,,,,,,,428600,308600,119900,72,2434,118500,308600,16100,26200,172800,700,1900,89500,1500,,,,40.7,48.4,,,,,,,,,,,,,,,
Contractor,GMS,Wales,Dispensing,All,All,All,All,"10,000 to fewer than 15,000",All,,,,,50,100,,,,,,,374100,243400,130600,65.1,2010,123600,243400,15000,17600,138800,900,3000,65800,2300,,,,23.4,35.9,,6.3,,,,,,,,,,,,,
Contractor,GMS,Wales,Dispensing,All,All,All,All,"15,000 to fewer than 20,000",All,,,,,50,50,,,,,,,384700,255000,129700,66.3,5059,125200,255000,15300,36400,132100,700,4400,64400,1600,,,,,40,,,,,,,,,,,,,,,
Contractor,GMS,Wales,Dispensing,All,All,Rural,All,All,All,,,,,150,200,,,,,,,408000,284900,123100,69.8,1784,120300,284900,15700,21300,151100,1000,2800,90800,2300,,,,38.2,47.1,,2.5,,,,,,,,,,,,,
Contractor,GMS,Wales,Dispensing,All,All,Urban,All,All,All,,,,,50,50,,,,,,,386900,266400,120500,68.9,2780,117100,266400,16700,33600,164100,700,1500,49000,800,,,,7.8,41.2,,7.8,,,,,,,,,,,,,
Contractor,GMS,Wales,Dispensing,All,<40,All,All,All,All,,,,,50,50,,,,,,,383500,257100,126400,67,2782,125200,257100,15200,21800,148500,800,2400,66100,2300,,,,37.2,44.2,,4.7,,,,,,,,,,,,,
Contractor,GMS,Wales,Dispensing,All,>=40<50,All,All,All,All,,,,,100,100,,,,,,,396900,278700,118200,70.2,2309,118100,278700,15500,22000,152500,700,2700,83100,2200,,,,29.3,46.7,,1.1,,,,,,,,,,,,,
Contractor,GMS,Wales,Dispensing,All,>=50<60,All,All,All,All,,,,,50,50,,,,,,,426300,303300,123000,71.1,3217,119800,303300,17200,29500,165100,1400,2400,86500,1300,,,,29.1,43.6,,7.3,,,,,,,,,,,,,
Contractor,GMS,Wales,Dispensing,All,>=60,All,All,All,All,,,,,50,50,,,,,,,407700,274300,133400,67.3,4565,135800,274300,15800,25900,144700,700,1800,84000,1500,,,,27.8,50,,5.6,,,,,,,,,,,,,
Contractor,GMS,Wales,Dispensing,Male,All,All,All,All,All,,,,,100,150,,,,,,,425100,291000,134000,68.5,2272,133800,291000,16200,26600,163800,900,2600,79000,2000,,,,32.7,45.8,,3.7,,,,,,,,,,,,,
Contractor,GMS,Wales,Dispensing,Male,<40,All,All,All,All,,,,,50,50,,,,,,,440300,300700,139600,68.3,3149,138000,300700,15900,26900,175000,700,3400,76200,2500,,,,,,,,,,,,,,,,,,,,
Contractor,GMS,Wales,Dispensing,Male,>=40<50,All,All,All,All,,,,,50,50,,,,,,,417400,286400,131000,68.6,4548,122600,286400,15200,21600,161100,900,3000,82100,2400,,,,,,,,,,,,,,,,,,,,
Contractor,GMS,Wales,Dispensing,Male,>=50<60,All,All,All,All,,,,,50,50,,,,,,,428000,298800,129200,69.8,3942,143500,298800,17600,34100,167900,1000,1800,75200,1100,,,,,,,,,,,,,,,,,,,,
Contractor,GMS,Wales,Dispensing,Male,>=60,All,All,All,All,,,,,50,50,,,,,,,416700,270100,146600,64.8,4722,145200,270100,15700,22300,143900,700,2200,83700,1700,,,,,,,,,,,,,,,,,,,,
Contractor,GMS,Wales,Dispensing,Female,All,All,All,All,All,,,,,100,150,,,,,,,379300,269000,110300,70.9,1783,106800,269000,15700,21800,144200,1000,2300,82100,1900,,,,28.7,45.5,,4,,,,,,,,,,,,,
Contractor,GMS,Wales,Dispensing,Female,<40,All,All,All,All,,,,,50,50,,,,,,,329300,215500,113900,65.4,4120,108900,215500,14600,17000,123300,800,1500,56300,2100,,,,,,,,,,,,,,,,,,,,
Contractor,GMS,Wales,Dispensing,Female,>=40<50,All,All,All,All,,,,,50,50,,,,,,,381100,272700,108400,71.6,1849,111000,272700,15700,22300,145800,600,2400,83900,2100,,,,,,,,,,,,,,,,,,,,
Contractor,GMS,Wales,Dispensing,Female,>=50<60,All,All,All,All,,,,,50,50,,,,,,,423800,310100,113700,73.2,5305,104500,310100,16600,22500,160800,2000,3300,103300,1600,,,,,,,,,,,,,,,,,,,,
Contractor,GMS,Wales,Non-dispensing,All,All,All,All,All,All,,,,,600,1150,,,,,,,328100,214500,113500,65.4,1177,111100,214500,13300,25500,149200,700,1800,22900,1100,0.3,0.5,1.8,26.6,53.4,,7.8,,,,,,,,,,,,,
Contractor,GMS,Wales,Non-dispensing,All,All,All,All,"Fewer than 5,000",All,,,,,50,100,,,,,,,294700,187500,107200,63.6,4633,100800,187500,16700,15400,115400,1400,1800,35600,1100,1.9,3.8,7.7,23.1,59.6,,26.9,,,,,,,,,,,,,
Contractor,GMS,Wales,Non-dispensing,All,All,All,All,"5,000 to fewer than 10,000",All,,,,,300,600,,,,,,,332000,221500,110500,66.7,1766,106600,221500,13300,26200,152700,700,1600,25800,1200,,,1.9,22.3,55.8,,9,,,,,,,,,,,,,
Contractor,GMS,Wales,Non-dispensing,All,All,All,All,"10,000 to fewer than 15,000",All,,,,,200,350,,,,,,,321200,199700,121500,62.2,1800,117200,199700,12400,27200,141200,600,1500,15700,1100,0.6,0.6,0.6,33.7,56.4,,3.3,,,,,,,,,,,,,
Contractor,GMS,Wales,Non-dispensing,All,All,All,All,"15,000 to fewer than 20,000",All,,,,,50,150,,,,,,,344000,236900,107100,68.9,3222,102600,236900,13100,25200,174300,200,3300,19900,900,,,,26.9,31.3,,,,,,,,,,,,,,,
Contractor,GMS,Wales,Non-dispensing,All,All,Rural,All,All,All,,,,,150,250,,,,,,,333000,218000,114900,65.5,2224,115600,218000,14300,22400,147500,1000,1600,29500,1700,0.7,0.7,0.7,26.7,52.1,,8.9,,,,,,,,,,,,,
Contractor,GMS,Wales,Non-dispensing,All,All,Urban,All,All,All,,,,,450,900,,,,,,,326600,213500,113100,65.4,1378,109500,213500,13000,26500,149700,600,1800,20900,900,0.2,0.4,2.1,26.6,53.8,,7.4,,,,,,,,,,,,,
Contractor,GMS,Wales,Non-dispensing,All,<40,All,All,All,All,,,,,150,250,,,,,,,310200,196500,113600,63.4,2084,109800,196500,11700,24100,138600,600,1900,18800,900,0.7,0.7,2.2,27.2,52.2,,5.1,,,,,,,,,,,,,
Contractor,GMS,Wales,Non-dispensing,All,>=40<50,All,All,All,All,,,,,250,450,,,,,,,323700,212500,111200,65.6,1834,108800,212500,13400,24600,145700,600,1800,25300,1200,0.4,0.4,1.7,25.3,50.2,,7.1,,,,,,,,,,,,,
Contractor,GMS,Wales,Non-dispensing,All,>=50<60,All,All,All,All,,,,,200,350,,,,,,,345500,231300,114200,67,2264,111700,231300,14700,27600,162700,700,2000,22300,1200,,0.5,1.6,25.8,56.3,,8.9,,,,,,,,,,,,,
Contractor,GMS,Wales,Non-dispensing,All,>=60,All,All,All,All,,,,,50,100,,,,,,,332000,209500,122400,63.1,5094,124600,209500,12100,25800,144000,1200,600,25000,800,,,2,34.7,61.2,,14.3,,,,,,,,,,,,,
Contractor,GMS,Wales,Non-dispensing,Male,All,All,All,All,All,,,,,300,550,,,,,,,359600,231400,128100,64.4,1850,124700,231400,14300,26900,161300,900,2200,24500,1300,,,1.1,24.9,49.8,,6.4,,,,,,,,,,,,,
Contractor,GMS,Wales,Non-dispensing,Male,<40,All,All,All,All,,,,,50,100,,,,,,,337500,206200,131300,61.1,3206,131700,206200,13000,23300,149000,700,2100,17000,1100,,,,,,,,,,,,,,,,,,,,
Contractor,GMS,Wales,Non-dispensing,Male,>=40<50,All,All,All,All,,,,,100,200,,,,,,,359600,233700,125800,65,2961,120900,233700,14000,28000,158700,700,2400,28500,1500,,,,,,,,,,,,,,,,,,,,
Contractor,GMS,Wales,Non-dispensing,Male,>=50<60,All,All,All,All,,,,,100,200,,,,,,,377100,249800,127300,66.2,3443,122200,249800,16600,27400,177300,900,2800,23300,1400,,,,,,,,,,,,,,,,,,,,
Contractor,GMS,Wales,Non-dispensing,Male,>=60,All,All,All,All,,,,,50,50,,,,,,,343400,210600,132700,61.3,6201,131200,210600,11300,27400,142900,1300,500,26400,800,,,,,,,,,,,,,,,,,,,,
Contractor,GMS,Wales,Non-dispensing,Female,All,All,All,All,All,,,,,350,650,,,,,,,301700,200400,101300,66.4,1347,97200,200400,12400,24400,139100,500,1400,21600,900,0.6,0.9,2.4,28.1,56.4,,9,,,,,,,,,,,,,
Contractor,GMS,Wales,Non-dispensing,Female,<40,All,All,All,All,,,,,100,150,,,,,,,294800,191100,103700,64.8,2424,101400,191100,10900,24600,132700,500,1700,19800,800,,,,,,,,,,,,,,,,,,,,
Contractor,GMS,Wales,Non-dispensing,Female,>=40<50,All,All,All,All,,,,,150,250,,,,,,,297000,196700,100300,66.2,2104,97200,196700,13000,22000,136000,500,1300,22900,1000,,,,,,,,,,,,,,,,,,,,
Contractor,GMS,Wales,Non-dispensing,Female,>=50<60,All,All,All,All,,,,,100,200,,,,,,,314500,213200,101300,67.8,2662,96900,213200,12800,27900,148300,500,1300,21400,1000,,,,,,,,,,,,,,,,,,,,
Contractor,GMS,Wales,Non-dispensing,Female,>=60,All,All,All,All,,,,,50,50,,,,,,,303400,206800,96600,68.2,6817,88200,206800,14100,21900,146600,1000,,22400,800,,,,,,,,,,,,,,,,,,,,
Contractor,GMS,Scotland,All,All,All,All,All,All,All,,,,,1900,2800,,,,,,,272200,152900,119200,56.2,548,114200,152900,8900,19300,110900,600,1000,11500,700,,,0.1,23.1,54.5,0.1,14.7,,,,255100,205100,315100,163000,393500,133300,92200,142200,73700,167100
Contractor,GMS,Scotland,All,All,All,All,All,All,All,,,"0 - 75,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,10.6,10.6,,,,,,,,,,
Contractor,GMS,Scotland,All,All,All,All,All,All,All,,,"75,000 - 100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,620,21.9,32.5,,,,,,,,,,
Contractor,GMS,Scotland,All,All,All,All,All,All,All,,,"100,000 - 125,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,780,27.8,60.3,,,,,,,,,,
Contractor,GMS,Scotland,All,All,All,All,All,All,All,,,"125,000+",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1110,39.6,99.9,,,,,,,,,,
Contractor,GMS,Scotland,All,All,All,All,All,All,All,,"0 - 75,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270,9.5,9.5,,,,,,,,,,
Contractor,GMS,Scotland,All,All,All,All,All,All,All,,"75,000 - 100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420,15.1,24.6,,,,,,,,,,
Contractor,GMS,Scotland,All,All,All,All,All,All,All,,"100,000 - 125,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,530,18.8,43.4,,,,,,,,,,
Contractor,GMS,Scotland,All,All,All,All,All,All,All,,"125,000 - 150,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,17.9,61.3,,,,,,,,,,
Contractor,GMS,Scotland,All,All,All,All,All,All,All,,"150,000 - 175,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350,12.4,73.7,,,,,,,,,,
Contractor,GMS,Scotland,All,All,All,All,All,All,All,,"175,000 - 200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230,8,81.7,,,,,,,,,,
Contractor,GMS,Scotland,All,All,All,All,All,All,All,,"200,000+",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510,18.3,100,,,,,,,,,,
Contractor,GMS,Scotland,All,All,All,All,All,All,All,"0 - 125,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,3.2,3.2,,,,,,,,,,
Contractor,GMS,Scotland,All,All,All,All,All,All,All,"125,000 - 175,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260,9.4,12.6,,,,,,,,,,
Contractor,GMS,Scotland,All,All,All,All,All,All,All,"175,000 - 200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290,10.4,23,,,,,,,,,,
Contractor,GMS,Scotland,All,All,All,All,All,All,All,"200,000 - 225,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340,12.3,35.3,,,,,,,,,,
Contractor,GMS,Scotland,All,All,All,All,All,All,All,"225,000 - 250,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350,12.4,47.7,,,,,,,,,,
Contractor,GMS,Scotland,All,All,All,All,All,All,All,"250,000 - 275,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350,12.6,60.3,,,,,,,,,,
Contractor,GMS,Scotland,All,All,All,All,All,All,All,"275,000 - 300,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280,9.8,70.1,,,,,,,,,,
Contractor,GMS,Scotland,All,All,All,All,All,All,All,"300,000 - 325,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330,7.6,77.7,,,,,,,,,,
Contractor,GMS,Scotland,All,All,All,All,All,All,All,"325,000+",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450,22.3,100,,,,,,,,,,
Contractor,GMS,Scotland,All,All,All,All,All,"Fewer than 5,000",All,,,,,400,600,,,,,,,265500,154800,110600,58.3,1219,106100,154800,9400,17700,100700,1000,700,24200,1100,,,0.5,20.1,66,0.2,19.9,,,,,,,,,,,,,
Contractor,GMS,Scotland,All,All,All,All,All,"5,000 to fewer than 10,000",All,,,,,1000,1450,,,,,,,269000,150900,118100,56.1,673,113600,150900,8800,19800,112100,500,1000,8100,600,,,,24.6,55,0.1,14.5,,,,,,,,,,,,,
Contractor,GMS,Scotland,All,All,All,All,All,"10,000 to fewer than 15,000",All,,,,,400,600,,,,,,,278300,150500,127700,54.1,1330,125100,150500,8900,18900,112800,500,1200,7500,600,,,,18.3,45,,13.1,,,,,,,,,,,,,
Contractor,GMS,Scotland,All,All,All,All,All,"15,000 to fewer than 20,000",All,,,,,100,100,,,,,,,289600,167800,121900,57.9,1730,122100,167800,7300,24100,128700,200,1300,6100,200,,,,45.1,40.2,,,,,,,,,,,,,,,
Contractor,GMS,Scotland,All,All,All,All,All,"20,000 and over",All,,,,,50,50,,,,,,,440500,226000,214500,51.3,11623,232100,226000,7900,20200,172100,200,0,25000,500,,,,8.3,33.3,,,,,,,,,,,,,,,
Contractor,GMS,Scotland,All,All,All,Rural,All,All,All,,,,,1100,1650,,,,,,,275200,156700,118600,56.9,697,114000,156700,8500,18200,113200,600,900,14600,800,,,,20.9,55,,9.9,,,,,,,,,,,,,
Contractor,GMS,Scotland,All,All,All,Urban,All,All,All,,,,,750,1150,,,,,,,267700,147500,120200,55.1,886,114200,147500,9500,21000,107500,600,1200,7000,600,,,0.3,26.3,53.9,0.3,21.6,,,,,,,,,,,,,
Contractor,GMS,Scotland,All,All,<40,All,All,All,All,,,,,450,650,,,,,,,238600,132500,106100,55.5,866,103800,132500,7900,17600,96600,500,1000,8300,700,,,,23.1,56.5,0.2,13.8,,,,,,,,,,,,,
Contractor,GMS,Scotland,All,All,>=40<50,All,All,All,All,,,,,750,1100,,,,,,,274900,153600,121300,55.9,950,115300,153600,9100,20100,110900,600,1000,11200,700,,,,22.8,51.6,,14.2,,,,,,,,,,,,,
Contractor,GMS,Scotland,All,All,>=50<60,All,All,All,All,,,,,650,950,,,,,,,290000,164300,125700,56.7,946,119200,164300,9300,20200,119800,600,1100,12600,700,,,,22.7,54.2,,15,,,,,,,,,,,,,
Contractor,GMS,Scotland,All,All,>=60,All,All,All,All,,,,,100,150,,,,,,,290000,167900,122200,57.9,2700,121100,167900,9300,15500,118100,800,700,22700,700,,,2.2,27.6,70.5,1.1,19.9,,,,,,,,,,,,,
Contractor,GMS,Scotland,All,Male,All,All,All,All,All,,,,,800,1200,,,,,,,299700,165600,134000,55.3,905,131500,165600,9500,20500,120200,700,1100,12900,800,,,0.2,24.1,55.2,0.2,15.5,,,,,,,,,,,,,
Contractor,GMS,Scotland,All,Male,<40,All,All,All,All,,,,,150,250,,,,,,,268700,146100,122500,54.4,1446,124200,146100,8700,19100,107300,500,1100,8600,800,,,,,,,,,,,,,,,,,,,,
Contractor,GMS,Scotland,All,Male,>=40<50,All,All,All,All,,,,,300,450,,,,,,,305400,166700,138700,54.6,1694,133800,166700,10000,21000,120600,800,900,12600,900,,,,,,,,,,,,,,,,,,,,
Contractor,GMS,Scotland,All,Male,>=50<60,All,All,All,All,,,,,300,450,,,,,,,314700,176200,138400,56,1442,135800,176200,9700,21900,127600,700,1300,14200,800,,,,,,,,,,,,,,,,,,,,
Contractor,GMS,Scotland,All,Male,>=60,All,All,All,All,,,,,50,100,,,,,,,283200,161200,122000,56.9,3406,119700,161200,8700,14900,116400,800,800,18800,700,,,,,,,,,,,,,,,,,,,,
Contractor,GMS,Scotland,All,Female,All,All,All,All,All,,,,,1100,1600,,,,,,,251400,143300,108100,57,610,104000,143300,8400,18500,103800,500,900,10500,600,,,,22.3,54.1,,14.1,,,,,,,,,,,,,
Contractor,GMS,Scotland,All,Female,<40,All,All,All,All,,,,,300,400,,,,,,,221100,124600,96500,56.3,938,94800,124600,7400,16700,90300,500,900,8200,600,,,,,,,,,,,,,,,,,,,,
Contractor,GMS,Scotland,All,Female,>=40<50,All,All,All,All,,,,,450,650,,,,,,,254900,145000,109900,56.9,999,105600,145000,8600,19500,104600,500,1000,10200,600,,,,,,,,,,,,,,,,,,,,
Contractor,GMS,Scotland,All,Female,>=50<60,All,All,All,All,,,,,350,500,,,,,,,267900,153600,114300,57.3,1130,109700,153600,8900,18700,112800,600,1000,11100,600,,,,,,,,,,,,,,,,,,,,
Contractor,GMS,Scotland,All,Female,>=60,All,All,All,All,,,,,50,50,,,,,,,307300,184800,122500,60.1,4070,128200,184800,10700,17100,122500,700,400,32700,700,,,,,,,,,,,,,,,,,,,,
Contractor,GMS,Scotland,Dispensing,All,All,All,All,All,All,,,,,100,100,,,,,,,367500,240300,127200,65.4,2436,123900,240300,10000,22700,112900,1200,800,90600,2100,,,,9.4,47.1,,1.2,,,,,,,,,,,,,
Contractor,GMS,Scotland,Dispensing,All,All,All,All,"Fewer than 5,000",All,,,,,50,100,,,,,,,372600,247700,124900,66.5,2673,114700,247700,10000,19200,107700,1300,1000,106100,2500,,,,6,44.8,,1.5,,,,,,,,,,,,,
Contractor,GMS,Scotland,Dispensing,All,All,All,All,"5,000 to fewer than 10,000",All,,,,,50,50,,,,,,,348600,212600,136000,61,5636,162700,212600,10000,35600,132300,1100,100,33000,600,,,,22.2,55.6,,,,,,,,,,,,,,,
Contractor,GMS,Scotland,Dispensing,All,All,Rural,All,All,All,,,,,100,100,,,,,,,363900,238000,125900,65.4,2484,117200,238000,9900,22400,110300,1300,800,91200,2200,,,,9.8,48.8,,1.2,,,,,,,,,,,,,
Contractor,GMS,Scotland,Dispensing,All,<40,All,All,All,All,,,,,50,50,,,,,,,277700,178900,98800,64.4,5361,96900,178900,6700,18600,89200,700,400,61700,1500,,,,13.3,33.3,,6.7,,,,,,,,,,,,,
Contractor,GMS,Scotland,Dispensing,All,>=40<50,All,All,All,All,,,,,50,50,,,,,,,384900,255000,129900,66.2,4055,125800,255000,9100,24200,107500,1600,700,109100,2800,,,,7.7,53.8,,,,,,,,,,,,,,,
Contractor,GMS,Scotland,Dispensing,All,>=50<60,All,All,All,All,,,,,50,50,,,,,,,363600,225800,137800,62.1,3707,143900,225800,9600,24900,113500,1100,800,73700,2200,,,,11.4,48.6,,,,,,,,,,,,,,,
Contractor,GMS,Scotland,Dispensing,Male,All,All,All,All,All,,,,,50,50,,,,,,,418000,274800,143200,65.8,3306,144500,274800,11400,21900,126000,1300,1000,110200,3000,,,,12.5,50,,,,,,,,,,,,,,,
Contractor,GMS,Scotland,Dispensing,Male,>=40<50,All,All,All,All,,,,,50,50,,,,,,,426100,282000,144100,66.2,6013,139000,282000,9900,21800,120900,1500,1300,123600,3100,,,,,,,,,,,,,,,,,,,,
Contractor,GMS,Scotland,Dispensing,Male,>=50<60,All,All,All,All,,,,,50,50,,,,,,,409600,258700,150900,63.2,4021,154300,258700,11100,21300,129300,1200,500,92200,3200,,,,,,,,,,,,,,,,,,,,
Contractor,GMS,Scotland,Dispensing,Female,All,All,All,All,All,,,,,50,50,,,,,,,322600,209600,113100,65,3129,105600,209600,8800,23400,101300,1100,600,73100,1300,,,,6.7,44.4,,2.2,,,,,,,,,,,,,
Contractor,GMS,Scotland,Dispensing,Female,<40,All,All,All,All,,,,,50,50,,,,,,,233100,151300,81800,64.9,3447,85200,151300,5300,14400,75400,700,500,54500,400,,,,,,,,,,,,,,,,,,,,
